Starting code formatting
results/accepted_code/deepseekcoderv2-int_arith-java-go.go:1:1: expected 'package', found 'import'
results/accepted_code/deepseekcoderv2-int_arith-js-go.go:22:21: expected ';', found 'for'
results/accepted_code/deepseekcoderv2-int_arith-js-go.go:23:20: expected ';', found fmt
results/accepted_code/deepseekcoderv2-int_factors-c-go.go:17:46: expected 1 expression
results/accepted_code/deepseekcoderv2-int_factors-rs-go.go:1:1: expected 'package', found 'func'
results/accepted_code/deepseekcoderv2-logic_ops-c-go.go:1:1: expected 'package', found 'func'
results/accepted_code/deepseekcoderv2-logic_ops-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/deepseekcoderv2-str_cmp-cpp-go.go:2:1: expected 'package', found 'func'
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:17:12: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:18:1: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:19:1: expected operand, found '}'
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:20:12: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:21:1: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:22:1: expected operand, found '}'
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:23:1: missing ',' in argument list
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:24:12: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:25:1: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:26:1: expected operand, found '}'
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:27:1: missing ',' in argument list
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:28:12: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-java-go.go:29:1: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:9:13: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:10:1: expected operand, found '%'
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:10:38: string literal not terminated
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:11:2: missing ',' in argument list
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:12:14: illegal rune literal
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:13:3: missing ',' before newline in argument list
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:14:2: expected operand, found 'if'
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:15:14: illegal rune literal
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:16:3: missing ',' before newline in argument list
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:17:2: expected operand, found 'if'
results/accepted_code/deepseekcoderv2-str_cmp-py-go.go:18:14: illegal rune literal
results/accepted_code/deepseekcoderv2-str_concat-cpp-go.go:1:1: expected 'package', found 'import'
results/accepted_code/deepseekcoderv2-str_concat-py-go.go:15:27: unexpected comma; expecting ]
results/accepted_code/deepseekcoderv2-str_interp-java-go.go:1:1: expected 'package', found adjective
results/accepted_code/deepseekcoderv2-str_interp-js-go.go:1:1: expected 'package', found original
results/accepted_code/deepseekcoderv2-str_match-py-go.go:1:1: illegal character U+0023 '#'
results/accepted_code/deepseekcoderv2-str_prepend-c-go.go:7:45: expected '}', found 'EOF'
results/accepted_code/deepseekcoderv2-str_prepend-rs-go.go:1:1: expected 'package', found 'func'
results/accepted_code/deepseekcoderv2-str_substring-cpp-go.go:17:64: missing ',' before newline in argument list
results/accepted_code/deepseekcoderv2-str_substring-cpp-go.go:18:84: missing ',' before newline in argument list
results/accepted_code/deepseekcoderv2-str_substring-cpp-go.go:19:94: missing ',' before newline in argument list
results/accepted_code/deepseekcoderv2-str_substring-cpp-go.go:20:1: expected operand, found '}'
results/accepted_code/dolphincoder7b-bit_ops-rs-go.go:1:1: expected 'package', found BITWISE_AND
results/accepted_code/dolphincoder7b-dir_make-js-go.go:1:1: expected 'package', found 'import'
results/accepted_code/dolphincoder7b-dir_make-js-go.go:2:5: expected ';', found "fmt"
results/accepted_code/dolphincoder7b-dir_make-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/dolphincoder7b-dir_make-py-go.go:2:5: expected ';', found "os"
results/accepted_code/dolphincoder7b-file_rename-java-go.go:33:11: expected ')', found 'type'
results/accepted_code/dolphincoder7b-file_rename-java-go.go:35:36: expected operand, found 'type'
results/accepted_code/dolphincoder7b-file_rename-java-go.go:35:73: illegal character U+003F '?'
results/accepted_code/dolphincoder7b-file_rename-java-go.go:45:2: expected '}', found 'EOF'
results/accepted_code/dolphincoder7b-file_size-c-go.go:9:16: string literal not terminated
results/accepted_code/dolphincoder7b-file_size-c-go.go:10:1: string literal not terminated
results/accepted_code/dolphincoder7b-file_size-c-go.go:11:17: missing ',' in argument list
results/accepted_code/dolphincoder7b-file_size-c-go.go:12:16: string literal not terminated
results/accepted_code/dolphincoder7b-file_size-c-go.go:13:1: string literal not terminated
results/accepted_code/dolphincoder7b-file_size-c-go.go:14:1: expected operand, found '}'
results/accepted_code/dolphincoder7b-int_arith-rs-go.go:1:1: expected 'package', found GET_INTEGERS
results/accepted_code/dolphincoder7b-int_cmp-py-go.go:1:1: expected 'package', found GET
results/accepted_code/dolphincoder7b-int_factors-c-go.go:1:1: expected 'package', found factors
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:7:17: missing ',' in argument list
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:11:4: missing ',' in argument list
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:12:4: missing ',' in argument list
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:13:7: missing ',' in argument list
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:14:18: expected '==', found '='
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:15:18: expected '==', found '='
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:16:7: expected operand, found '}'
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:19:4: missing ',' in argument list
results/accepted_code/dolphincoder7b-int_factors-rs-go.go:20:1: expected operand, found '}'
results/accepted_code/dolphincoder7b-logic_ops-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/dolphincoder7b-logic_ops-py-go.go:1:1: expected 'package', found 'func'
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:9:17: string literal not terminated
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:10:11: missing ',' in argument list
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:10:44: string literal not terminated
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:11:69: missing ',' before newline in argument list
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:12:92: missing ',' before newline in argument list
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:13:156: missing ',' before newline in argument list
results/accepted_code/dolphincoder7b-str_cmp-py-go.go:14:1: expected operand, found '}'
results/accepted_code/dolphincoder7b-str_interp-py-go.go:4:12: illegal rune literal
results/accepted_code/dolphincoder7b-str_substring-js-go.go:26:31: illegal rune literal
results/accepted_code/dolphincoder7b-str_substring-js-go.go:26:47: illegal rune literal
results/accepted_code/dolphincoder7b-str_substring-rs-go.go:1:1: expected 'package', found s
results/accepted_code/granitecode3b-bit_ops-c-go.go:6:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:7:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:8:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:9:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:10:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:11:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:12:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:13:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:14:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:15:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:16:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-c-go.go:17:1: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-cpp-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-bit_ops-js-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-bit_ops-py-go.go:8:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:9:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:10:12: expected operand, found '='
results/accepted_code/granitecode3b-bit_ops-py-go.go:10:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:11:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:13:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:14:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:15:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:16:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:18:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:19:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:20:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:21:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:23:13: string literal not terminated
results/accepted_code/granitecode3b-bit_ops-py-go.go:24:16: binary literal has no digits
results/accepted_code/granitecode3b-bit_ops-py-go.go:25:13: string literal not terminated
results/accepted_code/granitecode3b-dir_make-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode3b-dir_make-py-go.go:2:2: expected ';', found "os"
results/accepted_code/granitecode3b-file_create-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode3b-file_create-py-go.go:2:2: expected ';', found "fmt"
results/accepted_code/granitecode3b-file_exists-java-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode3b-file_exists-java-go.go:2:2: expected ';', found "fmt"
results/accepted_code/granitecode3b-file_exists-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode3b-file_exists-py-go.go:2:2: expected ';', found "fmt"
results/accepted_code/granitecode3b-file_rename-java-go.go:15:11: expected ')', found 'type'
results/accepted_code/granitecode3b-file_rename-java-go.go:16:31: expected operand, found 'type'
results/accepted_code/granitecode3b-file_rename-java-go.go:24:2: missing ',' in argument list
results/accepted_code/granitecode3b-file_rename-js-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode3b-file_rename-js-go.go:2:2: expected ';', found "os"
results/accepted_code/granitecode3b-int_arith-c-go.go:17:13: string literal not terminated
results/accepted_code/granitecode3b-int_arith-c-go.go:18:1: string literal not terminated
results/accepted_code/granitecode3b-int_arith-c-go.go:19:1: expected operand, found '}'
results/accepted_code/granitecode3b-int_factors-c-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-int_factors-rs-go.go:10:45: missing ',' in argument list
results/accepted_code/granitecode3b-int_factors-rs-go.go:11:2: expected operand, found 'if'
results/accepted_code/granitecode3b-int_factors-rs-go.go:32:2: expected '}', found 'EOF'
results/accepted_code/granitecode3b-logic_ops-c-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-logic_ops-cpp-go.go:10:3: expected ';', found or
results/accepted_code/granitecode3b-logic_ops-cpp-go.go:14:14: expected '}', found 'EOF'
results/accepted_code/granitecode3b-logic_ops-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-logic_ops-js-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-logic_ops-py-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:7:44: illegal character U+003F '?'
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:8:44: illegal character U+003F '?'
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:9:32: illegal character U+003F '?'
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:10:32: illegal character U+003F '?'
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:25:2: missing ',' in argument list
results/accepted_code/granitecode3b-str_cmp-cpp-go.go:29:2: missing ',' in argument list
results/accepted_code/granitecode3b-str_cmp-js-go.go:6:11: expected operand, found '='
results/accepted_code/granitecode3b-str_cmp-js-go.go:17:2: missing ',' in argument list
results/accepted_code/granitecode3b-str_concat-py-go.go:1:1: expected 'package', found 'var'
results/accepted_code/granitecode3b-str_match-js-go.go:19:121: illegal character U+003F '?'
results/accepted_code/granitecode3b-str_match-js-go.go:22:2: missing ',' in argument list
results/accepted_code/granitecode3b-str_prepend-java-go.go:1:1: expected 'package', found string
results/accepted_code/granitecode3b-str_prepend-rs-go.go:1:1: expected 'package', found 'var'
results/accepted_code/granitecode3b-str_substring-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-bit_ops-java-go.go:14:33: expected operand, found '>'
results/accepted_code/granitecode8b-bit_ops-java-go.go:17:2: missing ',' in argument list
results/accepted_code/granitecode8b-bit_ops-js-go.go:12:33: expected operand, found '>'
results/accepted_code/granitecode8b-bit_ops-js-go.go:13:2: missing ',' in argument list
results/accepted_code/granitecode8b-dir_make-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode8b-file_exists-c-go.go:21:13: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:22:15: missing ',' in argument list
results/accepted_code/granitecode8b-file_exists-c-go.go:22:24: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:23:13: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:24:18: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:25:13: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:26:25: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:27:13: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:28:19: string literal not terminated
results/accepted_code/granitecode8b-file_exists-c-go.go:29:2: missing ',' in argument list
results/accepted_code/granitecode8b-file_exists-java-go.go:1:1: expected 'package', found file
results/accepted_code/granitecode8b-file_exists-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode8b-file_size-c-go.go:12:13: string literal not terminated
results/accepted_code/granitecode8b-file_size-c-go.go:13:1: string literal not terminated
results/accepted_code/granitecode8b-file_size-c-go.go:14:10: expected '==', found '='
results/accepted_code/granitecode8b-file_size-c-go.go:15:2: expected operand, found 'if'
results/accepted_code/granitecode8b-file_size-c-go.go:16:18: missing ',' before newline in composite literal
results/accepted_code/granitecode8b-file_size-c-go.go:17:2: expected operand, found 'return'
results/accepted_code/granitecode8b-file_size-c-go.go:19:13: string literal not terminated
results/accepted_code/granitecode8b-file_size-c-go.go:20:1: string literal not terminated
results/accepted_code/granitecode8b-file_size-c-go.go:21:2: missing ',' in composite literal
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:15:13: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:16:1: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:17:2: expected operand, found '}'
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:19:2: missing ',' in argument list
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:20:13: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:21:1: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:22:2: expected operand, found '}'
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:24:2: missing ',' in argument list
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:25:13: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:26:1: string literal not terminated
results/accepted_code/granitecode8b-int_cmp-cpp-go.go:27:2: expected operand, found '}'
results/accepted_code/granitecode8b-int_factors-c-go.go:28:8: illegal rune literal
results/accepted_code/granitecode8b-int_factors-js-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-int_factors-py-go.go:1:1: expected 'package', found 'import'
results/accepted_code/granitecode8b-logic_ops-cpp-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-logic_ops-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-logic_ops-js-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-str_append-js-go.go:1:1: expected 'package', found s1
results/accepted_code/granitecode8b-str_cmp-js-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-str_concat-rs-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-str_match-c-go.go:13:13: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:14:16: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-c-go.go:14:28: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:15:13: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:16:14: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-c-go.go:16:24: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:17:13: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:18:17: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-c-go.go:18:29: string literal not terminated
results/accepted_code/granitecode8b-str_match-c-go.go:19:1: expected operand, found '}'
results/accepted_code/granitecode8b-str_match-js-go.go:22:77: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-js-go.go:23:95: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-js-go.go:27:75: missing ',' in argument list
results/accepted_code/granitecode8b-str_match-rs-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-str_prepend-java-go.go:1:1: expected 'package', found s
results/accepted_code/granitecode8b-str_substring-java-go.go:1:1: expected 'package', found 'func'
results/accepted_code/granitecode8b-str_substring-rs-go.go:1:1: expected 'package', found s
results/accepted_code/magicoder7b-bit_ops-java-go.go:12:33: expected operand, found '>'
results/accepted_code/magicoder7b-bit_ops-java-go.go:17:2: missing ',' in argument list
results/accepted_code/magicoder7b-bit_ops-java-go.go:18:1: expected operand, found '}'
results/accepted_code/magicoder7b-bit_ops-java-go.go:20:2: missing ',' in argument list
results/accepted_code/magicoder7b-bit_ops-java-go.go:21:1: expected operand, found '}'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:9:48: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:10:48: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:11:34: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:12:34: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:17:29: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:18:26: illegal character U+003F '?'
results/accepted_code/magicoder7b-str_cmp-cpp-go.go:25:2: missing ',' in argument list
results/accepted_code/stablecode-bit_ops-c-go.go:7:37: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-cpp-go.go:9:34: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-java-go.go:11:33: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-java-go.go:19:38: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-java-go.go:23:38: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-java-go.go:24:2: expected '}', found 'EOF'
results/accepted_code/stablecode-bit_ops-js-go.go:7:42: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-js-go.go:29:2: expected '}', found 'EOF'
results/accepted_code/stablecode-bit_ops-py-go.go:17:109: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-py-go.go:24:28: expected ';', found ')'
results/accepted_code/stablecode-bit_ops-py-go.go:26:53: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-py-go.go:28:28: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-py-go.go:50:2: expected '}', found 'EOF'
results/accepted_code/stablecode-bit_ops-rs-go.go:9:37: expected statement, found ')'
results/accepted_code/stablecode-bit_ops-rs-go.go:16:2: expected '}', found 'EOF'
results/accepted_code/stablecode-dir_make-c-go.go:10:35: expected statement, found ')'
results/accepted_code/stablecode-dir_make-c-go.go:22:38: expected ';', found ')'
results/accepted_code/stablecode-dir_make-c-go.go:25:30: expected ';', found ')'
results/accepted_code/stablecode-dir_make-cpp-go.go:14:32: expected statement, found ')'
results/accepted_code/stablecode-dir_make-cpp-go.go:17:54: expected statement, found ')'
results/accepted_code/stablecode-dir_make-cpp-go.go:30:36: expected statement, found ')'
results/accepted_code/stablecode-dir_make-cpp-go.go:33:89: expected statement, found ')'
results/accepted_code/stablecode-dir_make-cpp-go.go:37:67: expected statement, found ')'
results/accepted_code/stablecode-dir_make-java-go.go:10:42: expected statement, found ')'
results/accepted_code/stablecode-dir_make-js-go.go:11:29: expected statement, found ')'
results/accepted_code/stablecode-dir_make-py-go.go:10:35: expected statement, found ')'
results/accepted_code/stablecode-dir_make-py-go.go:22:61: expected statement, found ')'
results/accepted_code/stablecode-dir_make-py-go.go:24:2: expected '}', found 'EOF'
results/accepted_code/stablecode-dir_make-rs-go.go:15:47: expected statement, found ')'
results/accepted_code/stablecode-dir_make-rs-go.go:19:61: expected statement, found ')'
results/accepted_code/stablecode-dir_make-rs-go.go:26:6: expected '(', found main
results/accepted_code/stablecode-dir_make-rs-go.go:26:10: mixed named and unnamed parameters
results/accepted_code/stablecode-dir_make-rs-go.go:27:16: missing ',' in parameter list
results/accepted_code/stablecode-dir_make-rs-go.go:28:6: missing ',' in parameter list
results/accepted_code/stablecode-dir_make-rs-go.go:29:2: expected ')', found 'if'
results/accepted_code/stablecode-dir_make-rs-go.go:30:44: expected statement, found ')'
results/accepted_code/stablecode-dir_make-rs-go.go:32:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_create-cpp-go.go:20:60: expected statement, found ')'
results/accepted_code/stablecode-file_create-cpp-go.go:27:33: expected statement, found ')'
results/accepted_code/stablecode-file_create-cpp-go.go:35:42: expected statement, found ')'
results/accepted_code/stablecode-file_create-java-go.go:19:77: expected statement, found ')'
results/accepted_code/stablecode-file_create-java-go.go:25:33: expected statement, found ')'
results/accepted_code/stablecode-file_create-java-go.go:27:75: expected statement, found ')'
results/accepted_code/stablecode-file_create-java-go.go:33:6: expected '(', found main
results/accepted_code/stablecode-file_create-java-go.go:33:10: mixed named and unnamed parameters
results/accepted_code/stablecode-file_create-java-go.go:35:6: missing ',' in parameter list
results/accepted_code/stablecode-file_create-java-go.go:36:2: expected ')', found 'if'
results/accepted_code/stablecode-file_create-java-go.go:41:2: expected declaration, found dir
results/accepted_code/stablecode-file_create-js-go.go:20:33: expected statement, found ')'
results/accepted_code/stablecode-file_create-js-go.go:35:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_create-py-go.go:10:37: expected statement, found ')'
results/accepted_code/stablecode-file_create-py-go.go:15:54: expected statement, found ')'
results/accepted_code/stablecode-file_create-py-go.go:25:2: expected declaration, found 'for'
results/accepted_code/stablecode-file_create-rs-go.go:29:43: expected statement, found ')'
results/accepted_code/stablecode-file_create-rs-go.go:35:43: expected statement, found ')'
results/accepted_code/stablecode-file_create-rs-go.go:38:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_exists-c-go.go:35:154: expected statement, found ')'
results/accepted_code/stablecode-file_exists-c-go.go:39:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_exists-cpp-go.go:20:69: expected statement, found ')'
results/accepted_code/stablecode-file_exists-cpp-go.go:33:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_exists-py-go.go:11:23: expected ';', found ')'
results/accepted_code/stablecode-file_exists-py-go.go:17:23: expected ';', found ')'
results/accepted_code/stablecode-file_exists-py-go.go:23:23: expected ';', found ')'
results/accepted_code/stablecode-file_exists-py-go.go:29:23: expected ';', found ')'
results/accepted_code/stablecode-file_exists-rs-go.go:12:60: expected statement, found ')'
results/accepted_code/stablecode-file_exists-rs-go.go:18:6: expected '(', found checkFilesAndDirectories
results/accepted_code/stablecode-file_exists-rs-go.go:18:30: mixed named and unnamed parameters
results/accepted_code/stablecode-file_exists-rs-go.go:19:19: missing ',' in parameter list
results/accepted_code/stablecode-file_exists-rs-go.go:21:2: expected ')', found 'for'
results/accepted_code/stablecode-file_exists-rs-go.go:22:20: missing ',' in parameter list
results/accepted_code/stablecode-file_exists-rs-go.go:23:3: expected ')', found 'if'
results/accepted_code/stablecode-file_exists-rs-go.go:24:61: expected statement, found ')'
results/accepted_code/stablecode-file_exists-rs-go.go:34:2: expected declaration, found 'return'
results/accepted_code/stablecode-file_rename-java-go.go:32:13: expected statement, found ')'
results/accepted_code/stablecode-file_rename-java-go.go:42:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_rename-js-go.go:1:1: expected 'package', found 'import'
results/accepted_code/stablecode-file_rename-js-go.go:2:2: expected ';', found "io/ioutil"
results/accepted_code/stablecode-file_rename-py-go.go:45:2: expected 1 expression
results/accepted_code/stablecode-file_rename-rs-go.go:11:40: expected statement, found ')'
results/accepted_code/stablecode-file_rename-rs-go.go:16:47: expected statement, found ')'
results/accepted_code/stablecode-file_rename-rs-go.go:21:40: expected statement, found ')'
results/accepted_code/stablecode-file_rename-rs-go.go:25:47: expected statement, found ')'
results/accepted_code/stablecode-file_rename-rs-go.go:27:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_size-c-go.go:16:47: expected statement, found ')'
results/accepted_code/stablecode-file_size-c-go.go:24:44: expected statement, found ')'
results/accepted_code/stablecode-file_size-c-go.go:42:37: expected statement, found ')'
results/accepted_code/stablecode-file_size-c-go.go:44:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_size-cpp-go.go:19:62: expected statement, found ')'
results/accepted_code/stablecode-file_size-cpp-go.go:30:60: expected statement, found ')'
results/accepted_code/stablecode-file_size-cpp-go.go:31:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_size-java-go.go:15:37: expected statement, found ')'
results/accepted_code/stablecode-file_size-java-go.go:23:37: expected statement, found ')'
results/accepted_code/stablecode-file_size-java-go.go:24:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_size-py-go.go:33:89: expected statement, found ')'
results/accepted_code/stablecode-file_size-py-go.go:35:2: expected '}', found 'EOF'
results/accepted_code/stablecode-file_size-rs-go.go:27:2: expected declaration, found _
results/accepted_code/stablecode-int_arith-c-go.go:19:38: expected statement, found ')'
results/accepted_code/stablecode-int_arith-c-go.go:29:28: expected statement, found ')'
results/accepted_code/stablecode-int_arith-cpp-go.go:12:38: expected statement, found ')'
results/accepted_code/stablecode-int_arith-cpp-go.go:19:48: expected statement, found ')'
results/accepted_code/stablecode-int_arith-cpp-go.go:31:2: expected '}', found 'EOF'
results/accepted_code/stablecode-int_arith-js-go.go:26:40: expected statement, found ')'
results/accepted_code/stablecode-int_arith-js-go.go:30:2: expected '}', found 'EOF'
results/accepted_code/stablecode-int_arith-py-go.go:20:50: expected statement, found ')'
results/accepted_code/stablecode-int_arith-py-go.go:29:2: expected '}', found 'EOF'
results/accepted_code/stablecode-int_arith-rs-go.go:15:36: expected statement, found ')'
results/accepted_code/stablecode-int_arith-rs-go.go:17:64: expected statement, found ')'
results/accepted_code/stablecode-int_arith-rs-go.go:23:64: expected statement, found ')'
results/accepted_code/stablecode-int_arith-rs-go.go:32:2: expected '}', found 'EOF'
results/accepted_code/stablecode-int_cmp-c-go.go:12:38: expected statement, found ')'
results/accepted_code/stablecode-int_cmp-c-go.go:20:43: expected statement, found ')'
results/accepted_code/stablecode-int_cmp-c-go.go:26:2: expected '}', found 'EOF'
results/accepted_code/stablecode-int_cmp-cpp-go.go:29:42: expected statement, found ')'
